,imdb_name_id,name,date_of_birth,height,is_actor,race,gender,sexuality
833,nm0175815,Frank Conroy,1890-10-14,179.0,TRUE,White,Male,Straight
839,nm0124977,Jimmy Butler,1921-02-20,,TRUE,,,
841,nm0743841,Shirley Ross,1913-01-07,,TRUE,,,
847,nm0867144,Franchot Tone,1905-02-27,178.0,TRUE,White,Male,Straight
851,nm0138479,Tullio Carminati,1894-09-21,180.0,TRUE,,,
853,nm0866558,Andrew Tombes,1885-06-29,180.0,TRUE,White,Male,
855,nm0114612,Russ Brown,1892-05-30,180.0,TRUE,,,
857,nm0146928,Hobart Cavanaugh,1886-09-22,,TRUE,White,Male,Straight
861,nm0719292,Georges Renavent,1892-04-23,,TRUE,,,
863,nm0460906,Fuzzy Knight,1901-05-09,173.0,TRUE,White,Male,
865,nm0173375,Russ Columbo,1908-01-14,,TRUE,White,Male,Straight
866,nm0495519,Ivan Lebedeff,1894-06-18,185.0,TRUE,White,Male,Straight
867,nm0041681,Mischa Auer,1905-11-17,188.0,TRUE,,,
872,nm0566948,Joel McCrea,1905-11-05,189.0,TRUE,White,Male,Straight
875,nm0942039,Fay Wray,1907-09-15,160.0,TRUE,White,Female,Straight
877,nm0219666,Reginald Denny,1891-11-20,183.0,TRUE,White,Male,Straight
883,nm0576120,George Meeker,1904-03-05,180.0,TRUE,White,Male,Straight
884,nm0098424,Wade Boteler,1888-10-03,183.0,TRUE,,,
885,nm0570639,Burr McIntosh,1862-08-21,183.0,TRUE,,,
886,nm0170972,Charles Coleman,1947-07-04,,TRUE,,,
887,nm0356004,Porter Hall,1888-09-19,170.0,TRUE,White,Male,Straight
894,nm0905622,Henry Wadsworth,1903-06-18,,TRUE,,,
895,nm0378026,William Henry,1914-11-10,180.0,TRUE,White,Male,
898,nm0003110,Cesar Romero,1907-02-15,190.0,TRUE,Hispanic,Male,Gay
901,nm0602096,Natalie Moorhead,1901-07-27,157.0,TRUE,,,
902,nm0254818,Edward Ellis,1870-11-12,,TRUE,,,
904,nm0260020,Stuart Erwin,1903-02-14,175.0,TRUE,White,Male,Straight
905,nm0910400,Henry B. Walthall,1878-03-16,170.0,TRUE,,,
906,nm0218490,Katherine DeMille,1911-06-29,162.0,TRUE,,,
908,nm0700084,Frank Puglia,1892-03-09,,TRUE,White,Male,Straight
911,nm0124287,Francis X. Bushman Jr.,1903-05-01,188.0,TRUE,,,
912,nm0000912,Jack Benny,1894-02-14,172.0,TRUE,White,Male,Straight
913,nm0007224,Eleanor Powell,1912-11-21,166.0,TRUE,White,Female,Straight
914,nm0001791,Robert Taylor,1911-08-05,182.0,TRUE,White,Male,Straight
920,nm0799015,Sid Silvers,1901-01-16,147.0,TRUE,,,
921,nm0001171,Buddy Ebsen,1908-04-02,191.0,TRUE,White,Male,Straight
924,nm0367670,Paul Harvey,1882-09-10,188.0,TRUE,White,Male,Straight
928,nm0486387,Frances Langford,1913-04-04,152.0,TRUE,White,Female,Straight
931,nm0830968,Harry Stockwell,1902-04-27,,TRUE,,,
932,nm0001224,Errol Flynn,1909-06-20,188.0,TRUE,White,Male,Matter
935,nm0000014,Olivia de Havilland,1916-07-01,163.0,TRUE,White,Female,Straight
941,nm0018717,Ross Alexander,1907-07-27,186.0,TRUE,White,Male,Gay
942,nm0056719,Robert Barrat,1889-07-10,,TRUE,White,Male,Straight
945,nm0576083,Donald Meek,1878-07-14,163.0,TRUE,White,Male,Straight
951,nm0707771,Jessie Ralph,1870-11-05,165.0,TRUE,White,Female,Straight
957,nm0018540,Katharine Alexander,1898-09-22,,TRUE,,,
959,nm0654239,Reginald Owen,1887-08-05,183.0,TRUE,White,Male,Straight
964,nm0062746,Jane Baxter,1909-09-09,165.0,TRUE,,,
965,nm0285391,Ralph Forbes,1904-09-30,183.0,TRUE,White,Male,Straight
968,nm0496473,Francis Lederer,1899-11-06,183.0,TRUE,White,Male,Straight
969,nm0401729,Benita Hume,1906-10-14,165.0,TRUE,,,
971,nm0610253,Alan Mowbray,1896-08-18,183.0,TRUE,White,Male,Straight
974,nm0848667,Akim Tamiroff,1899-10-29,170.0,TRUE,,,
979,nm0016422,Luis Alberni,1886-10-04,170.0,TRUE,Hispanic,Male,Straight
981,nm0822034,Lionel Stander,1908-01-11,183.0,TRUE,White,Male,Straight
985,nm0137353,Richard Carle,1871-07-07,182.0,TRUE,,,
989,nm0485425,Lenita Lane,1901-12-16,163.0,TRUE,,,
990,nm0403636,Paul Hurst,1888-10-15,,TRUE,,,
994,nm0670601,Frederick Peisley,1904-12-06,,TRUE,,,
995,nm0000046,Vivien Leigh,1913-11-05,160.0,TRUE,White,Female,Straight
999,nm0390979,Anthony Holles,1901-01-17,173.0,TRUE,,,
1000,nm0395004,David Horne,1898-07-14,,TRUE,,,
1002,nm0091735,Vera Bogetti,1902-10-05,,TRUE,,,
1003,nm0822613,Victor Stanley,1892-02-17,,TRUE,,,
1004,nm0793916,Ronald Shiner,1903-06-08,171.0,TRUE,,,
1005,nm0572142,Victor McLaglen,1886-12-10,191.0,TRUE,White,Male,Straight
1007,nm0029456,Heather Angel,1909-02-09,157.0,TRUE,White,Female,Straight
1009,nm0288003,Preston Foster,1900-08-24,188.0,TRUE,White,Male,Straight
1010,nm0334375,Margot Grahame,1911-02-20,164.0,TRUE,White,Female,Straight
1011,nm0285922,Wallace Ford,1898-02-12,173.0,TRUE,White,Male,Straight
1014,nm0640547,Una O'Connor,1880-10-23,157.0,TRUE,White,Female,
1017,nm0449858,J.M. Kerrigan,1884-12-16,,TRUE,,,
1019,nm0768178,Joe Sawyer,1906-08-29,,TRUE,White,Male,Straight
1023,nm0280342,Neil Fitzgerald,1892-01-15,177.0,TRUE,,,
1024,nm0671747,Steve Pendleton,1908-09-16,,TRUE,,,
1025,nm0285643,Francis Ford,1881-08-14,183.0,TRUE,,,
1027,nm0000011,Gary Cooper,1901-05-07,191.0,TRUE,White,Male,Straight
1037,nm0188673,Richard Cromwell,1910-01-08,178.0,TRUE,White,Male,
1038,nm0822058,Guy Standing,1873-09-01,,TRUE,,,
1039,nm0121753,Kathleen Burke,1913-09-05,163.0,TRUE,,,
1040,nm0241523,Douglass Dumbrille,1889-10-13,187.0,TRUE,White,Male,Straight
1044,nm0089524,Monte Blue,1887-01-11,191.0,TRUE,White,Male,Straight
1045,nm0850029,Colin Tapley,1909-05-07,180.0,TRUE,,,
1046,nm0619798,J. Carrol Naish,1896-01-21,173.0,TRUE,White,Male,Straight
1050,nm0425903,Noble Johnson,1881-04-18,188.0,TRUE,,,
1051,nm0001452,Charles Laughton,1899-07-01,173.0,TRUE,White,Male,Gay
1053,nm0362567,Cedric Hardwicke,1893-02-19,175.0,TRUE,White,Male,Straight
1056,nm0399955,Rochelle Hudson,1916-03-06,163.0,TRUE,White,Female,Straight
1057,nm0236903,Frances Drake,1912-10-22,159.0,TRUE,,,
1058,nm0003395,John Beal,1947-01-20,,TRUE,White,Male,Straight
1061,nm0285376,Mary Forbes,1883-01-01,,TRUE,White,Female,Straight
1064,nm0731095,Florence Roberts,1861-03-16,,TRUE,,,
1065,nm0612743,Herbert Mundin,1898-08-21,168.0,TRUE,White,Male,Straight
1066,nm0703600,Eddie Quillan,1907-03-31,168.0,TRUE,White,Male,
1068,nm0187981,Donald Crisp,1882-07-27,174.0,TRUE,White,Male,Straight
1075,nm0514250,Francis Lister,1899-04-02,175.0,TRUE,,,
1076,nm0610230,Movita,1916-04-12,,TRUE,,,
1077,nm0911278,Percy Waram,1880-10-28,,TRUE,,,
1078,nm0002021,Noël Coward,1899-12-16,183.0,TRUE,,,
1081,nm0725897,Stanley Ridges,1890-07-17,,TRUE,White,Male,
1086,nm0805701,Martha Sleeper,1910-06-24,163.0,TRUE,,,
1087,nm0181960,Ernest Cossart,1876-09-24,175.0,TRUE,,,
1090,nm0941233,Alexander Woollcott,1887-01-19,,TRUE,White,Male,Straight
1091,nm0604174,Rosita Moreno,1907-03-18,164.0,TRUE,,,
1093,nm0161862,Eduardo Ciannelli,1889-08-30,170.0,TRUE,White,Male,Straight
1097,nm0000071,James Stewart,1908-05-20,190.0,TRUE,,,
1108,nm0484748,Elissa Landi,1904-12-06,165.0,TRUE,White,Female,Straight
1109,nm0130407,Joseph Calleia,1897-08-04,178.0,TRUE,White,Male,Straight
1110,nm0550701,Alan Marshal,1909-01-29,187.0,TRUE,White,Male,Straight
1112,nm0505249,Sam Levene,1905-08-28,,TRUE,,,
1117,nm0802325,Penny Singleton,1908-09-15,177.0,TRUE,White,Female,Straight
1118,nm0958345,George Zucco,1886-01-11,178.0,TRUE,White,Male,Straight
1121,nm0285264,Dick Foran,1910-06-18,189.0,TRUE,White,Male,Straight
1123,nm0639895,Erin O'Brien-Moore,1902-05-02,163.0,TRUE,,,
1125,nm0792130,Ann Sheridan,1915-02-21,166.0,TRUE,White,Female,Straight
1127,nm0427934,Dickie Jones,1927-02-25,163.0,TRUE,White,Male,Straight
1128,nm0723935,Addison Richards,1902-10-20,183.0,TRUE,White,Male,Straight
1133,nm0010333,Eddie Acuff,1908-06-03,178.0,TRUE,White,Male,
1135,nm0891027,Dorothy Vaughan,1890-11-05,,TRUE,,,
1136,nm0514344,John Litel,1892-12-30,179.0,TRUE,White,Male,Straight
1140,nm0154183,Ruth Chatterton,1892-12-24,159.0,TRUE,White,Female,Straight
1141,nm0000057,David Niven,1910-03-01,181.0,TRUE,White,Male,Straight
1149,nm0310843,Gregory Gaye,1900-10-10,183.0,TRUE,,,
1152,nm0653642,Maria Ouspenskaya,1876-07-29,156.0,TRUE,White,Female,
1155,nm0668361,John Payne,1912-05-28,188.0,TRUE,White,Male,Straight
1159,nm0796662,Sylvia Sidney,1910-08-08,159.0,TRUE,White,Female,Straight
1161,nm0000075,Spencer Tracy,1900-04-05,175.0,TRUE,White,Male,Straight
1177,nm0008496,Walter Abel,1898-06-06,178.0,TRUE,White,Male,Straight
1185,nm0127677,Bruce Cabot,1904-04-20,187.0,TRUE,White,Male,Straight
1188,nm0000974,Walter Brennan,1894-07-25,183.0,TRUE,White,Male,Straight
1197,nm0007214,Frank Albertson,1909-02-02,175.0,TRUE,White,Male,Straight
1200,nm0151370,George Chandler,1898-06-30,173.0,TRUE,White,Male,Straight
1202,nm0382730,Howard Hickman,1880-02-09,182.0,TRUE,,,
1205,nm0354947,Jonathan Hale,1891-03-21,171.0,TRUE,White,Male,Straight
1211,nm0906940,Raymond Walburn,1887-09-09,178.0,TRUE,White,Male,Straight
1214,nm0912478,H.B. Warner,1876-10-26,188.0,TRUE,,,
1219,nm0232766,Ruth Donnelly,1896-05-17,168.0,TRUE,White,Female,Straight
1222,nm0146185,Walter Catlett,1889-02-04,179.0,TRUE,White,Male,Straight
1227,nm0001479,Carole Lombard,1908-10-06,168.0,TRUE,White,Female,Straight
1228,nm0103567,Alice Brady,1892-11-02,,TRUE,White,Female,Straight
1231,nm0665850,Gail Patrick,1911-06-20,170.0,TRUE,White,Female,Straight
1233,nm0228863,Jean Dixon,1893-07-14,,TRUE,,,
1235,nm0509941,Robert Light,1911-06-23,183.0,TRUE,,,
1236,nm0001078,Bing Crosby,1903-05-02,170.0,TRUE,White,Male,Straight
1244,nm0263004,Madge Evans,1909-07-01,164.0,TRUE,White,Female,Straight
1245,nm0271515,Edith Fellows,1923-05-20,147.0,TRUE,White,Female,Straight
1246,nm0001918,Louis Armstrong,1901-08-04,168.0,TRUE,Black,Male,Straight
1250,nm0302664,John Gallaudet,1903-08-23,,TRUE,,,
1254,nm0117194,Nana Bryant,1888-11-23,,TRUE,,,
1256,nm0240836,Tom Dugan,1889-01-01,,TRUE,White,Male,Straight
1265,nm0001366,Leslie Howard,1893-04-03,179.0,TRUE,White,Male,Straight
1268,nm0222596,Andy Devine,1905-10-07,183.0,TRUE,White,Male,Straight
1271,nm0853604,Conway Tearle,1878-05-17,179.0,TRUE,White,Male,Straight
1272,nm0464137,Henry Kolker,1874-11-13,179.0,TRUE,White,Male,Straight
1274,nm0913094,Robert Warwick,1878-10-09,182.0,TRUE,White,Male,Straight
1277,nm0178439,Violet Kemble Cooper,1886-12-12,,TRUE,White,Female,Straight
1278,nm0531776,Jeanette MacDonald,1903-06-18,163.0,TRUE,White,Female,Straight
1279,nm0372384,Ted Healy,1896-10-01,179.0,TRUE,White,Male,Straight
1280,nm0448012,Edgar Kennedy,1890-04-26,185.0,TRUE,White,Male,Straight
1282,nm0790383,Al Shean,1868-05-12,168.0,TRUE,,,
1283,nm0363218,Kenneth Harlan,1895-07-26,185.0,TRUE,,,
1284,nm0408184,Roger Imhof,1875-08-15,,TRUE,White,Male,Straight
1286,nm0612847,Paul Muni,1895-09-22,175.0,TRUE,White,Male,Straight
1289,nm0404360,Josephine Hutchinson,1903-10-12,,TRUE,White,Female,Bisexual
1291,nm0521937,Anita Louise,1915-01-09,168.0,TRUE,White,Female,Straight
1292,nm0940579,Donald Woods,1906-12-02,,TRUE,White,Male,Straight
1298,nm0642180,Henry O'Neill,1891-08-10,178.0,TRUE,White,Male,Straight
1304,nm0717046,Frank Reicher,1875-12-02,175.0,TRUE,,,
1305,nm0455491,Walter Kingsford,1881-09-20,173.0,TRUE,White,Male,Straight
1309,nm0001931,Binnie Barnes,1903-03-25,165.0,TRUE,White,Female,Straight
1311,nm0935415,Charles Winninger,1884-05-26,168.0,TRUE,White,Male,Straight
1314,nm0001537,Ray Milland,1907-01-03,186.0,TRUE,White,Male,Straight
1319,nm0914778,Lucile Watson,1879-05-27,,TRUE,White,Female,Straight
1322,nm0454878,John 'Dusty' King,1909-07-11,,TRUE,,,
1323,nm0908063,Nella Walker,1886-03-06,171.0,TRUE,White,Female,Straight
1326,nm0340644,Nan Grey,1918-07-25,165.0,TRUE,,,
1327,nm0713799,Barbara Read,1917-12-29,,TRUE,,,
1328,nm0002052,Deanna Durbin,1921-12-04,161.0,TRUE,,,
1330,nm0000026,Cary Grant,1904-01-18,186.0,TRUE,White,Male,Bisexual
1341,nm0195422,Alexander D'Arcy,1908-08-10,183.0,TRUE,,,
1342,nm0192258,Cecil Cunningham,1888-08-02,173.0,TRUE,,,
1344,nm0483677,Molly Lamont,1910-05-22,165.0,TRUE,,,
1345,nm0197689,Esther Dale,1885-11-10,,TRUE,White,Female,Straight
1348,nm0020979,Robert Allen,1906-03-28,180.0,TRUE,,,
1351,nm0000861,Freddie Bartholomew,1924-03-28,,TRUE,White,Male,Straight
1352,nm0002048,Melvyn Douglas,1901-04-05,186.0,TRUE,White,Male,Straight
1357,nm0001017,John Carradine,1906-02-05,183.0,TRUE,White,Male,Straight
1361,nm0642679,Oscar O'Shea,1881-10-08,,TRUE,,,
1362,nm0479011,Jack La Rue,1902-05-03,182.0,TRUE,,,
1364,nm0109022,Donald Briggs,1911-01-28,,TRUE,,,
1365,nm0057912,Bill Burrud,1925-01-12,,TRUE,,,
1366,nm0115558,Nigel Bruce,1895-02-04,183.0,TRUE,White,Male,Straight
1368,nm0697800,Aileen Pringle,1895-07-23,163.0,TRUE,,,
1369,nm0178259,Melville Cooper,1896-10-15,178.0,TRUE,White,Male,Straight
1377,nm0352774,Sara Haden,1898-11-17,169.0,TRUE,White,Female,Straight
1379,nm0814216,Gale Sondergaard,1899-02-15,168.0,TRUE,White,Female,Straight
1381,nm0390192,Gloria Holden,1903-09-05,173.0,TRUE,White,Female,Straight
1383,nm0138885,Morris Carnovsky,1897-09-05,,TRUE,White,Male,Straight
1384,nm0129894,Louis Calhern,1895-02-19,187.0,TRUE,White,Male,Straight
1391,nm0812453,Vladimir Sokoloff,1889-12-26,,TRUE,White,Male,Straight
1395,nm0003193,Harry Davenport,1866-01-19,170.0,TRUE,White,Male,Straight
1403,nm0000068,Randolph Scott,1898-01-23,188.0,TRUE,White,Male,Bisexual
1405,nm0065717,Scotty Beckett,1929-10-04,191.0,TRUE,White,Male,Straight
1406,nm0531385,Donald MacBride,1889-06-23,,TRUE,White,Male,Straight
1409,nm0640078,Hugh O'Connell,1898-08-04,174.0,TRUE,,,
1410,nm0060912,Granville Bates,1882-01-07,,TRUE,,,
1411,nm0003124,Pedro de Cordoba,1881-09-28,185.0,TRUE,White,Male,Straight
1412,nm0831439,Leopold Stokowski,1882-04-18,,TRUE,White,Male,Straight
1413,nm0579663,Adolphe Menjou,1890-02-18,179.0,TRUE,White,Male,Straight
1416,nm0317970,Billy Gilbert,1894-09-12,180.0,TRUE,White,Male,Straight
1418,nm0472557,Alma Kruger,1871-09-13,,TRUE,White,Female,
1419,nm0806670,J. Scott Smart,1902-11-27,175.0,TRUE,,,
1421,nm0698985,Jed Prouty,1879-04-06,,TRUE,,,
1422,nm0421028,Frank Jenks,1902-11-04,,TRUE,White,Male,Straight
1424,nm0747759,Christian Rub,1886-04-13,,TRUE,White,Male,Straight
1425,nm0601698,Owen Moore,1884-12-12,178.0,TRUE,White,Male,Straight
1426,nm0939931,Peggy Wood,1892-02-09,168.0,TRUE,White,Female,Straight
1428,nm0930711,Guinn 'Big Boy' Williams,1899-04-26,188.0,TRUE,,,
1429,nm0000061,Tyrone Power,1914-05-05,180.0,TRUE,White,Male,Bisexual
1431,nm0269647,Alice Faye,1915-05-05,165.0,TRUE,White,Female,Straight
1433,nm0000747,Don Ameche,1908-05-31,179.0,TRUE,White,Male,Straight
1436,nm0581062,Ethel Merman,1908-01-16,166.0,TRUE,,,
1438,nm0355095,Jack Haley,1897-08-10,175.0,TRUE,White,Male,Straight
1439,nm0380965,Jean Hersholt,1886-07-12,180.0,TRUE,White,Male,Straight
1440,nm0856074,Ruth Terry,1920-10-21,,TRUE,White,Female,Straight
1441,nm0288830,Douglas Fowley,1911-05-30,180.0,TRUE,White,Male,Straight
1443,nm0151334,Chick Chandler,1905-01-18,175.0,TRUE,,,
1444,nm0172287,Eddie Collins,1883-01-30,,TRUE,White,Male,Straight
1445,nm0002285,Pat O'Brien,1899-11-11,180.0,TRUE,White,Male,Straight
1448,nm1513848,The Dead End Kids,,,TRUE,,,
1449,nm0356890,Billy Halop,1920-02-11,,TRUE,White,Male,Straight
1450,nm0429853,Bobby Jordan,1923-04-01,,TRUE,,,
1451,nm0329832,Leo Gorcey,1917-06-03,168.0,TRUE,White,Male,Straight
1453,nm0217316,Gabriel Dell,1919-10-08,178.0,TRUE,White,Male,Straight
1454,nm0355653,Huntz Hall,1920-08-15,178.0,TRUE,White,Male,Straight
1456,nm0700603,Bernard Punsly,1923-07-11,,TRUE,,,
1457,nm0236110,Joe Downing,1903-06-26,,TRUE,,,
1458,nm0668023,Edward Pawley,1901-03-16,178.0,TRUE,,,
1459,nm0140914,Madeleine Carroll,1906-02-26,165.0,TRUE,White,Female,Straight
1460,nm0000020,Henry Fonda,1905-05-16,187.0,TRUE,White,Male,Straight
1468,nm0356568,John Halliday,1884-09-14,,TRUE,White,Male,Straight
1472,nm0324013,Peter Godfrey,1899-10-16,,TRUE,,,
1478,nm1635785,Nick Thompson,,,TRUE,,,
1479,nm0203527,William B. Davidson,1888-06-16,187.0,TRUE,,,
1480,nm0869830,Lupita Tovar,1910-07-27,155.0,TRUE,,,
1481,nm0721728,Gene Reynolds,1923-04-04,170.0,TRUE,White,Male,Straight
1484,nm0635798,Edward Norris,1911-03-10,180.0,TRUE,White,Male,Straight
1486,nm0914808,Minor Watson,1889-12-22,,TRUE,White,Male,Straight
1491,nm0914519,Bobs Watson,1930-11-16,,TRUE,,,
1493,nm0817692,Martin Spellman,1925-10-08,,TRUE,,,
1494,nm0858833,Frankie Thomas,1921-04-09,,TRUE,,,
1495,nm0587804,Sidney Miller,1916-10-22,,TRUE,,,
1496,nm0232196,Robert Donat,1905-03-18,183.0,TRUE,White,Male,Straight
1498,nm0751426,Rosalind Russell,1907-06-04,173.0,TRUE,White,Female,Straight
1499,nm0724732,Ralph Richardson,1902-12-19,183.0,TRUE,White,Male,Straight
1504,nm0001322,Rex Harrison,1908-03-05,186.0,TRUE,White,Male,Straight
1509,nm0930539,Emlyn Williams,1905-11-26,175.0,TRUE,White,Male,Bisexual
1510,nm0240178,Penelope Dudley-Ward,1914-08-04,,TRUE,,,
1511,nm0163515,Mary Clare,1892-07-17,,TRUE,,,
1513,nm0662116,Cecil Parker,1897-09-03,183.0,TRUE,White,Male,Straight
1516,nm0842677,Nora Swinburne,1902-07-24,166.0,TRUE,White,Female,Straight
1518,nm0152361,Edward Chapman,1901-10-13,174.0,TRUE,,,
1519,nm0786780,Athene Seyler,1889-05-31,,TRUE,,,
1520,nm0043875,Felix Aylmer,1889-02-21,175.0,TRUE,White,Male,Straight
1524,nm0280178,Barry Fitzgerald,1888-03-10,160.0,TRUE,White,Male,
1530,nm0260722,Carl Esmond,1902-06-14,180.0,TRUE,White,Male,Straight
1532,nm0111723,Michael Brooke,"1942 in London, England, UK",,TRUE,,,
1533,nm0121707,James Burke,1886-09-24,189.0,TRUE,,,
1541,nm1722308,Stuart Hall,,,TRUE,White,Male,Straight
1542,nm0102718,Sidney Bracey,1877-12-18,173.0,TRUE,,,
1543,nm0001647,Claude Rains,1889-11-10,169.0,TRUE,White,Male,Straight
1549,nm0528705,Jeffrey Lynn,1909-02-16,185.0,TRUE,White,Male,Straight
1553,nm0002092,John Garfield,1913-03-04,170.0,TRUE,White,Male,Straight
1559,nm0656175,Gale Page,1913-07-23,,TRUE,White,Female,Straight
1560,nm0507849,Vera Lewis,1873-06-10,173.0,TRUE,,,
1561,nm0485509,Priscilla Lane,1915-06-12,159.0,TRUE,White,Female,Straight
1563,nm0485537,Rosemary Lane,1914-04-04,,TRUE,White,Female,Straight
1564,nm0485439,Lola Lane,1906-05-21,157.0,TRUE,White,Female,Straight
1565,nm0001948,Charles Bickford,1891-01-01,185.0,TRUE,White,Male,Straight
1571,nm0245304,Ann Dvorak,1911-08-02,164.0,TRUE,White,Female,Straight
1572,nm0062667,Alan Baxter,1908-11-19,,TRUE,White,Male,Straight
1574,nm0742438,Maxie Rosenbloom,1904-09-06,180.0,TRUE,,,
1575,nm0873845,Charles Trowbridge,1882-01-10,,TRUE,White,Male,Straight
1577,nm0680456,Howard Phillips,1899-02-06,179.0,TRUE,White,Male,Straight
1578,nm0322390,Robert Gleckler,1887-01-11,185.0,TRUE,,,
1579,nm0461615,Doris Nolan,1916-07-14,168.0,TRUE,,,
1580,nm0199787,Henry Daniell,1894-03-05,183.0,TRUE,White,Male,Straight
1585,nm0574739,Margaret McWade,1872-09-03,163.0,TRUE,,,
1586,nm0788284,Frank Shannon,1874-07-27,,TRUE,,,
1587,nm0384908,Wendy Hiller,1912-08-15,170.0,TRUE,White,Female,Straight
1594,nm0493347,Wilfrid Lawson,1900-01-14,,TRUE,White,Male,Straight
1597,nm0517919,Marie Lohr,1890-07-28,170.0,TRUE,,,
1598,nm0128130,Jean Cadell,1884-09-13,,TRUE,,,
1599,nm0532296,Leueen MacGrath,1914-07-03,,TRUE,,,
1600,nm0672909,Esme Percy,1887-08-08,174.0,TRUE,,,
1601,nm0115008,Irene Browne,1896-06-29,169.0,TRUE,,,
1603,nm0055394,Ivor Barnard,1887-06-13,,TRUE,,,
1605,nm0587900,Ann Miller,1923-04-12,170.0,TRUE,White,Female,Straight
1606,nm0852305,Dub Taylor,1907-02-26,173.0,TRUE,White,Male,Straight
1609,nm0026655,Eddie 'Rochester' Anderson,1905-09-18,,TRUE,,,
1610,nm0001677,Ginger Rogers,1911-07-16,164.0,TRUE,White,Female,Straight
1613,nm0002013,Charles Coburn,1877-06-19,183.0,TRUE,White,Male,Straight
1631,nm0166974,E.E. Clive,1883-08-28,178.0,TRUE,,,
1632,nm0874139,Ernest Truex,1889-09-19,157.0,TRUE,White,Male,Straight
1633,nm0671985,Leonard Penn,1907-11-13,,TRUE,,,
1634,nm0390676,Edna Holland,1895-09-20,,TRUE,,,
1635,nm0601116,Dennie Moore,1902-12-30,165.0,TRUE,,,
1636,nm0906932,Anton Walbrook,1896-11-19,183.0,TRUE,White,Male,
1638,nm0678693,Frank Pettingell,1891-01-01,,TRUE,,,
1639,nm0179451,Cathleen Cordell,1915-05-21,,TRUE,,,
1640,nm0628579,Robert Newton,1905-06-01,183.0,TRUE,White,Male,Straight
1643,nm0360085,Jimmy Hanley,1918-10-22,178.0,TRUE,White,Male,Straight
1644,nm0713475,Minnie Rayner,1869-05-02,,TRUE,,,
1645,nm0386003,Mary Hinton,1896-02-17,170.0,TRUE,,,
1646,nm0059374,Jack Barty,1888-12-31,179.0,TRUE,,,
1647,nm0593775,Thomas Mitchell,1892-07-11,178.0,TRUE,White,Male,Straight
1659,nm0641966,Barbara O'Neil,1910-07-17,173.0,TRUE,White,Female,Straight
1661,nm0450810,Evelyn Keyes,1916-11-20,163.0,TRUE,White,Female,Straight
1663,nm0751946,Ann Rutherford,1917-11-02,161.0,TRUE,White,Female,Straight
1664,nm0001660,George Reeves,1914-01-05,185.0,TRUE,White,Male,Straight
1666,nm0567408,Hattie McDaniel,1893-06-10,157.0,TRUE,Black,Female,Matter
1667,nm0689318,Oscar Polk,1899-12-25,,TRUE,,,
1668,nm0574335,Butterfly McQueen,1911-01-07,155.0,TRUE,Black,Female,
1669,nm0002093,Greer Garson,1904-09-29,168.0,TRUE,White,Female,Straight
1672,nm0452953,Terry Kilburn,1926-11-25,,TRUE,,,
1673,nm0590055,John Mills,1908-02-22,173.0,TRUE,White,Male,Straight
1680,nm0002134,Paul Henreid,1908-01-10,189.0,TRUE,White,Male,Straight
1682,nm0362361,Lyn Harding,1867-10-12,183.0,TRUE,,,
1683,nm0743099,Milton Rosmer,1881-11-04,174.0,TRUE,,,
1684,nm0500588,Frederick Leister,1885-12-01,,TRUE,,,
1685,nm0872454,Austin Trevor,1897-10-08,183.0,TRUE,,,
1687,nm0000964,Charles Boyer,1899-08-28,175.0,TRUE,White,Male,Straight
1691,nm0101350,Lee Bowman,1914-12-28,183.0,TRUE,White,Male,
1692,nm0608373,Maurice Moscovitch,1871-11-23,,TRUE,,,
1694,nm0094135,Beulah Bondi,1889-05-03,165.0,TRUE,White,Female,
1698,nm0002503,Harry Carey,1878-01-16,183.0,TRUE,,,
1701,nm0001256,Greta Garbo,1905-09-18,170.0,TRUE,White,Female,Bisexual
1702,nm0163257,Ina Claire,1893-10-15,163.0,TRUE,White,Female,Straight
1703,nm0000509,Bela Lugosi,1882-10-20,185.0,TRUE,White,Male,Straight
1704,nm0750079,Sig Ruman,1884-10-11,183.0,TRUE,White,Male,
1709,nm0107795,Felix Bressart,1892-03-02,,TRUE,White,Male,
1712,nm0334603,Alexander Granach,1893-04-18,,TRUE,White,Male,Straight
1713,nm0001362,Bob Hope,1903-05-29,178.0,TRUE,White,Male,Straight
1718,nm0472758,Gene Krupa,1909-01-15,173.0,TRUE,White,Male,
1720,nm0624005,Bernard Nedell,1893-10-14,183.0,TRUE,,,
1721,nm0838412,Frank Sully,1908-06-17,,TRUE,White,Male,
1725,nm0370901,Bernadene Hayes,1903-03-15,,TRUE,,,
1726,nm0219396,Richard Denning,1914-03-27,183.0,TRUE,White,Male,Straight
1727,nm0643353,Merle Oberon,1911-02-19,157.0,TRUE,Multiracial,Female,Straight
1729,nm0000059,Laurence Olivier,1907-05-22,178.0,TRUE,White,Male,Bisexual
